,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,observed,expectation
3747,Female,0,Yes,Yes,0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,1,0,No,0.0,0.26578498293515357
3748,Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),2,3,No,0.0,0.26578498293515357
3749,Male,1,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,0,Yes,1.0,0.26578498293515357
3750,Female,1,Yes,No,1,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,3,1,No,0.0,0.26578498293515357
3751,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4,4,No,0.0,0.26578498293515357
3752,Male,0,No,No,3,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,2,3,No,0.0,0.26578498293515357
3753,Male,0,No,No,0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,1,0,No,0.0,0.26578498293515357
3754,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
3755,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,1,Yes,1.0,0.26578498293515357
3756,Male,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,0,Yes,1.0,0.26578498293515357
3757,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),2,3,No,0.0,0.26578498293515357
3758,Female,0,No,No,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,0,No,0.0,0.26578498293515357
3759,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),3,1,Yes,1.0,0.26578498293515357
3760,Male,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),2,0,No,0.0,0.26578498293515357
3761,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),3,4,No,0.0,0.26578498293515357
3762,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,1,No,0.0,0.26578498293515357
3763,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,3,1,Yes,1.0,0.26578498293515357
3764,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,1,0,No,0.0,0.26578498293515357
3765,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,0,No,0.0,0.26578498293515357
3766,Female,1,No,No,0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1,0,Yes,1.0,0.26578498293515357
3767,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4,4,No,0.0,0.26578498293515357
3768,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2,3,No,0.0,0.26578498293515357
3769,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,1,2,No,0.0,0.26578498293515357
3770,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,2,No,0.0,0.26578498293515357
3771,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2,0,Yes,1.0,0.26578498293515357
3772,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,0,Yes,1.0,0.26578498293515357
3773,Female,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,0,Yes,1.0,0.26578498293515357
3774,Male,1,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,3,3,No,0.0,0.26578498293515357
3775,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,3,Yes,1.0,0.26578498293515357
3776,Male,0,Yes,No,3,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,1,3,No,0.0,0.26578498293515357
3777,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,1,No,0.0,0.26578498293515357
3778,Male,0,No,No,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,0,No,0.0,0.26578498293515357
3779,Male,1,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),3,4,Yes,1.0,0.26578498293515357
3780,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),1,3,No,0.0,0.26578498293515357
3781,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,1,No,0.0,0.26578498293515357
3782,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,3,2,No,0.0,0.26578498293515357
3783,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,4,No,0.0,0.26578498293515357
3784,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,3,Yes,1.0,0.26578498293515357
3785,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,3,1,Yes,1.0,0.26578498293515357
3786,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2,2,No,0.0,0.26578498293515357
3787,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4,4,No,0.0,0.26578498293515357
3788,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),4,4,Yes,1.0,0.26578498293515357
3789,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
3790,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,0,Yes,1.0,0.26578498293515357
3791,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,1,No,0.0,0.26578498293515357
3792,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,3,Yes,1.0,0.26578498293515357
3793,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
3794,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,1,1,No,0.0,0.26578498293515357
3795,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,3,1,No,0.0,0.26578498293515357
3796,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,1,Yes,1.0,0.26578498293515357
3797,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,3,3,No,0.0,0.26578498293515357
3798,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4,3,No,0.0,0.26578498293515357
3799,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),2,2,Yes,1.0,0.26578498293515357
3800,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),3,4,No,0.0,0.26578498293515357
3801,Female,1,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,3,2,Yes,1.0,0.26578498293515357
3802,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
3803,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,3,4,Yes,1.0,0.26578498293515357
3804,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,3,1,No,0.0,0.26578498293515357
3805,Male,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,0,Yes,1.0,0.26578498293515357
3806,Female,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2,2,No,0.0,0.26578498293515357
3807,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,3,Yes,1.0,0.26578498293515357
3808,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
3809,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,2,No,0.0,0.26578498293515357
3810,Male,0,Yes,Yes,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,0,No,0.0,0.26578498293515357
3811,Male,0,No,No,0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,1,0,No,0.0,0.26578498293515357
3812,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0,1,No,0.0,0.26578498293515357
3813,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,4,4,No,0.0,0.26578498293515357
3814,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3,4,No,0.0,0.26578498293515357
3815,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,0,Yes,1.0,0.26578498293515357
3816,Male,1,Yes,Yes,3,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),2,3,No,0.0,0.26578498293515357
3817,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,2,No,0.0,0.26578498293515357
3818,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4,4,No,0.0,0.26578498293515357
3819,Male,0,No,No,3,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),1,2,No,0.0,0.26578498293515357
3820,Male,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),4,4,No,0.0,0.26578498293515357
3821,Female,1,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,0,Yes,1.0,0.26578498293515357
3822,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,3,1,No,0.0,0.26578498293515357
3823,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),2,4,No,0.0,0.26578498293515357
3824,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,1,0,No,0.0,0.26578498293515357
3825,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,2,No,0.0,0.26578498293515357
3827,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,0,No,0.0,0.26578498293515357
3828,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,2,No,0.0,0.26578498293515357
3829,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,3,Yes,1.0,0.26578498293515357
3830,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,1,Yes,1.0,0.26578498293515357
3831,Male,1,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,3,3,Yes,1.0,0.26578498293515357
3832,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),2,3,No,0.0,0.26578498293515357
3833,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),2,1,No,0.0,0.26578498293515357
3834,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),2,3,Yes,1.0,0.26578498293515357
3835,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,1,No,0.0,0.26578498293515357
3836,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),1,3,No,0.0,0.26578498293515357
3837,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,4,1,Yes,1.0,0.26578498293515357
3838,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4,3,No,0.0,0.26578498293515357
3839,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,1,No,0.0,0.26578498293515357
3840,Male,1,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1,2,No,0.0,0.26578498293515357
3841,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,3,Yes,1.0,0.26578498293515357
3842,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),4,3,No,0.0,0.26578498293515357
3843,Male,1,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,2,0,Yes,1.0,0.26578498293515357
3844,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),3,3,Yes,1.0,0.26578498293515357
3845,Male,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,2,1,Yes,1.0,0.26578498293515357
3846,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,1,No,0.0,0.26578498293515357
3847,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0,0,No,0.0,0.26578498293515357
3848,Female,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,1,0,No,0.0,0.26578498293515357
3849,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),4,4,Yes,1.0,0.26578498293515357
3850,Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3,3,No,0.0,0.26578498293515357
3851,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,1,No,0.0,0.26578498293515357
3852,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0,0,No,0.0,0.26578498293515357
3853,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),2,3,No,0.0,0.26578498293515357
3854,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4,4,No,0.0,0.26578498293515357
3855,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),2,3,No,0.0,0.26578498293515357
3856,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4,4,No,0.0,0.26578498293515357
3857,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0,0,No,0.0,0.26578498293515357
3858,Male,0,No,No,3,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),3,3,No,0.0,0.26578498293515357
3859,Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),4,4,No,0.0,0.26578498293515357
3860,Male,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,1,No,0.0,0.26578498293515357
3861,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,4,3,No,0.0,0.26578498293515357
3862,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1,2,No,0.0,0.26578498293515357
3863,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,2,No,0.0,0.26578498293515357
3864,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,3,Yes,1.0,0.26578498293515357
3865,Female,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
3866,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1,1,No,0.0,0.26578498293515357
3867,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),2,2,No,0.0,0.26578498293515357
3868,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2,2,Yes,1.0,0.26578498293515357
3869,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,4,4,No,0.0,0.26578498293515357
3870,Female,0,Yes,No,4,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,1,3,No,0.0,0.26578498293515357
3871,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4,1,Yes,1.0,0.26578498293515357
3872,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,4,2,No,0.0,0.26578498293515357
3873,Female,0,Yes,Yes,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),1,2,No,0.0,0.26578498293515357
3874,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,1,No,0.0,0.26578498293515357
3875,Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,4,4,Yes,1.0,0.26578498293515357
3876,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,3,No,0.0,0.26578498293515357
3877,Female,0,Yes,Yes,2,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,1,2,Yes,1.0,0.26578498293515357
3878,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4,4,No,0.0,0.26578498293515357
3879,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,0,Yes,1.0,0.26578498293515357
3880,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),3,3,No,0.0,0.26578498293515357
3881,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),2,4,No,0.0,0.26578498293515357
3882,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,0,No,0.0,0.26578498293515357
3883,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,2,No,0.0,0.26578498293515357
3884,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,3,2,No,0.0,0.26578498293515357
3885,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,0,No,0.0,0.26578498293515357
3886,Female,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),4,4,No,0.0,0.26578498293515357
3887,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,2,1,Yes,1.0,0.26578498293515357
3888,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),3,0,Yes,1.0,0.26578498293515357
3889,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,0,No,0.0,0.26578498293515357
3890,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,4,4,Yes,1.0,0.26578498293515357
3891,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),1,3,No,0.0,0.26578498293515357
3892,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0,1,No,0.0,0.26578498293515357
3893,Female,1,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,1,1,No,0.0,0.26578498293515357
3894,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,4,4,No,0.0,0.26578498293515357
3895,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,2,No,0.0,0.26578498293515357
3896,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,1,No,0.0,0.26578498293515357
3897,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,4,4,No,0.0,0.26578498293515357
3898,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,2,No,0.0,0.26578498293515357
3899,Female,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,4,No,0.0,0.26578498293515357
3900,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,1,No,0.0,0.26578498293515357
3901,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4,4,No,0.0,0.26578498293515357
3902,Female,0,No,No,0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,1,0,No,0.0,0.26578498293515357
3903,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,3,3,No,0.0,0.26578498293515357
3904,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,1,No,0.0,0.26578498293515357
3905,Female,0,No,No,0,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),1,0,Yes,1.0,0.26578498293515357
3906,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,2,0,Yes,1.0,0.26578498293515357
3907,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,3,2,No,0.0,0.26578498293515357
3908,Female,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4,4,No,0.0,0.26578498293515357
3909,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,0,No,0.0,0.26578498293515357
3910,Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,4,Yes,1.0,0.26578498293515357
3911,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,1,1,Yes,1.0,0.26578498293515357
3912,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4,4,No,0.0,0.26578498293515357
